striker,total_matches,total_runs_x,balls_faced,not_outs_as_striker,not_outs_as_non_striker,total_not_outs,total_runs_y,dismissed,average,strike_rate,centuries,half_centuries,thirties,0s,1s,2s,3s,4s,6s
CJ Chibhabha,30.0,587.0,526.0,0.0,0.0,0.0,587.0,30.0,19.57,111.6,0.0,5.0,2.0,244.0,167.0,32.0,2.0,68.0,13.0
CJ Dala,19.0,141.0,130.0,5.0,7.0,12.0,141.0,7.0,20.14,108.46,0.0,0.0,0.0,52.0,51.0,12.0,0.0,12.0,3.0
CJ Delany,9.0,210.0,205.0,0.0,1.0,1.0,210.0,8.0,26.25,102.44,0.0,2.0,0.0,98.0,53.0,30.0,1.0,22.0,1.0
CJ Ferguson,109.0,2515.0,2088.0,6.0,10.0,16.0,2515.0,93.0,27.04,120.45,2.0,10.0,23.0,676.0,958.0,173.0,13.0,218.0,50.0
CJ Gannon,12.0,83.0,84.0,2.0,5.0,7.0,83.0,5.0,16.6,98.81,0.0,0.0,0.0,42.0,23.0,10.0,0.0,7.0,2.0
CJ Green,117.0,1168.0,918.0,21.0,22.0,43.0,1168.0,74.0,15.78,127.23,0.0,1.0,7.0,304.0,376.0,111.0,4.0,90.0,33.0
CJ Haggett,11.0,109.0,92.0,3.0,6.0,9.0,109.0,2.0,54.5,118.48,0.0,0.0,0.0,28.0,43.0,11.0,0.0,8.0,2.0
CJ Jordan,152.0,1461.0,1198.0,32.0,35.0,67.0,1461.0,85.0,17.19,121.95,0.0,1.0,9.0,469.0,462.0,104.0,1.0,92.0,70.0
CJ Langford,5.0,30.0,34.0,1.0,2.0,3.0,30.0,2.0,15.0,88.24,0.0,0.0,0.0,13.0,16.0,3.0,0.0,2.0,0.0
CJ Liddle,6.0,9.0,14.0,0.0,2.0,2.0,9.0,4.0,2.25,64.29,0.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0
CJ McKay,27.0,172.0,179.0,5.0,10.0,15.0,172.0,12.0,14.33,96.09,0.0,0.0,0.0,71.0,79.0,15.0,1.0,9.0,4.0
CJ Rocchiccioli,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CJ Simmons,20.0,501.0,363.0,0.0,0.0,0.0,501.0,20.0,25.05,138.02,2.0,0.0,3.0,173.0,87.0,28.0,2.0,43.0,30.0
CJ Taylor,6.0,24.0,35.0,0.0,1.0,1.0,24.0,5.0,4.8,68.57,0.0,0.0,0.0,20.0,12.0,1.0,0.0,1.0,1.0
CJA Amini,36.0,682.0,597.0,3.0,3.0,6.0,682.0,30.0,22.73,114.24,0.0,3.0,7.0,246.0,205.0,66.0,7.0,57.0,16.0
CJC Wright,4.0,7.0,13.0,0.0,2.0,2.0,7.0,2.0,3.5,53.85,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0
CJD de Villiers,2.0,20.0,15.0,0.0,1.0,1.0,20.0,1.0,20.0,133.33,0.0,0.0,0.0,7.0,4.0,1.0,0.0,2.0,1.0
CJL Rogers,5.0,63.0,72.0,0.0,0.0,0.0,63.0,5.0,12.6,87.5,0.0,0.0,0.0,39.0,21.0,3.0,2.0,6.0,1.0
CJM Sabburg,4.0,45.0,59.0,1.0,1.0,2.0,45.0,2.0,22.5,76.27,0.0,0.0,0.0,26.0,25.0,5.0,2.0,1.0,0.0
CJO Smith,5.0,57.0,52.0,1.0,0.0,1.0,57.0,4.0,14.25,109.62,0.0,0.0,1.0,19.0,21.0,6.0,0.0,6.0,0.0
CJPF Kalugamage,4.0,18.0,24.0,0.0,2.0,2.0,18.0,2.0,9.0,75.0,0.0,0.0,0.0,12.0,8.0,3.0,0.0,1.0,0.0
CK Coventry,21.0,305.0,221.0,1.0,1.0,2.0,305.0,19.0,16.05,138.01,0.0,1.0,2.0,103.0,61.0,7.0,0.0,35.0,15.0
CK Holder,2.0,4.0,4.0,0.0,2.0,2.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
CK Jasmat,5.0,39.0,40.0,0.0,0.0,0.0,39.0,5.0,7.8,97.5,0.0,0.0,0.0,16.0,19.0,1.0,0.0,3.0,1.0
CK Kapugedera,47.0,758.0,689.0,5.0,0.0,5.0,758.0,42.0,18.05,110.01,0.0,1.0,10.0,291.0,260.0,51.0,2.0,60.0,25.0
CK Langeveldt,5.0,12.0,17.0,0.0,2.0,2.0,12.0,3.0,4.0,70.59,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,1.0
CK Leopard,24.0,339.0,266.0,4.0,1.0,5.0,339.0,19.0,17.84,127.44,0.0,1.0,0.0,103.0,102.0,16.0,1.0,31.0,13.0
CL Cairns,2.0,3.0,14.0,0.0,0.0,0.0,3.0,2.0,1.5,21.43,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0
CL Herring,4.0,55.0,39.0,0.0,2.0,2.0,55.0,2.0,27.5,141.03,0.0,0.0,0.0,11.0,18.0,3.0,1.0,4.0,2.0
CL White,159.0,3527.0,2917.0,17.0,19.0,36.0,3527.0,123.0,28.67,120.91,0.0,22.0,24.0,1085.0,1216.0,206.0,15.0,258.0,137.0
CM Akachukwu,9.0,69.0,74.0,2.0,2.0,4.0,69.0,5.0,13.8,93.24,0.0,0.0,1.0,38.0,16.0,14.0,1.0,4.0,1.0
CM Dickinson,6.0,103.0,74.0,0.0,0.0,0.0,103.0,6.0,17.17,139.19,0.0,1.0,0.0,35.0,15.0,6.0,0.0,16.0,2.0
CM Gautam,13.0,169.0,158.0,1.0,2.0,3.0,169.0,10.0,16.9,106.96,0.0,0.0,3.0,84.0,40.0,8.0,3.0,17.0,6.0
CM Rocca,1.0,14.0,19.0,0.0,0.0,0.0,14.0,1.0,14.0,73.68,0.0,0.0,0.0,11.0,6.0,0.0,0.0,2.0,0.0
CM Wright,1.0,14.0,19.0,0.0,0.0,0.0,14.0,1.0,14.0,73.68,0.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0
CMW Read,19.0,205.0,150.0,3.0,4.0,7.0,205.0,12.0,17.08,136.67,0.0,0.0,2.0,47.0,59.0,20.0,0.0,19.0,5.0
CN Ackermann,137.0,3149.0,2619.0,9.0,11.0,20.0,3149.0,117.0,26.91,120.24,0.0,18.0,22.0,908.0,1123.0,232.0,12.0,269.0,75.0
CN Greaves,15.0,233.0,214.0,3.0,3.0,6.0,233.0,9.0,25.89,108.88,0.0,0.0,4.0,92.0,78.0,17.0,0.0,20.0,6.0
CN Kakuru,15.0,126.0,125.0,1.0,3.0,4.0,126.0,11.0,11.45,100.8,0.0,0.0,1.0,59.0,40.0,10.0,0.0,15.0,1.0
CN Miles,15.0,55.0,71.0,3.0,7.0,10.0,55.0,5.0,11.0,77.46,0.0,0.0,0.0,32.0,30.0,5.0,1.0,3.0,0.0
CN Onwuzulike,18.0,222.0,227.0,1.0,1.0,2.0,222.0,16.0,13.88,97.8,0.0,1.0,2.0,113.0,72.0,17.0,0.0,17.0,8.0
CO Obuya,47.0,1200.0,1070.0,6.0,4.0,10.0,1200.0,37.0,32.43,112.15,0.0,5.0,11.0,475.0,385.0,63.0,5.0,89.0,53.0
CO Thurston,9.0,109.0,115.0,0.0,0.0,0.0,109.0,9.0,12.11,94.78,0.0,0.0,1.0,58.0,31.0,15.0,2.0,6.0,3.0
CP Jewell,39.0,809.0,647.0,0.0,1.0,1.0,809.0,38.0,21.29,125.04,0.0,5.0,5.0,262.0,225.0,48.0,4.0,86.0,22.0
CP Klijnhans,4.0,125.0,123.0,0.0,1.0,1.0,125.0,3.0,41.67,101.63,0.0,2.0,0.0,56.0,43.0,9.0,0.0,13.0,2.0
CP Rizwan,15.0,312.0,291.0,0.0,3.0,3.0,312.0,12.0,26.0,107.22,0.0,1.0,4.0,103.0,137.0,20.0,1.0,24.0,6.0
CP Savage,4.0,17.0,21.0,0.0,0.0,0.0,17.0,4.0,4.25,80.95,0.0,0.0,0.0,10.0,7.0,3.0,0.0,1.0,0.0
CP Schofield,4.0,24.0,21.0,1.0,2.0,3.0,24.0,1.0,24.0,114.29,0.0,0.0,0.0,6.0,10.0,3.0,0.0,2.0,0.0
CP Simpson,1.0,8.0,5.0,0.0,1.0,1.0,8.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
CP Tremain,16.0,80.0,71.0,3.0,7.0,10.0,80.0,6.0,13.33,112.68,0.0,0.0,1.0,33.0,21.0,7.0,1.0,6.0,3.0
CP Turkich,5.0,49.0,106.0,0.0,0.0,0.0,49.0,5.0,9.8,46.23,0.0,0.0,0.0,65.0,37.0,2.0,0.0,2.0,0.0
CP Wood,51.0,426.0,392.0,4.0,16.0,20.0,426.0,31.0,13.74,108.67,0.0,0.0,1.0,154.0,160.0,31.0,2.0,36.0,9.0
CPPM Sadun,10.0,154.0,179.0,2.0,0.0,2.0,154.0,8.0,19.25,86.03,0.0,1.0,0.0,97.0,49.0,14.0,1.0,17.0,1.0
CR Brathwaite,171.0,2102.0,1590.0,19.0,22.0,41.0,2102.0,130.0,16.17,132.2,0.0,4.0,12.0,671.0,563.0,78.0,2.0,139.0,136.0
CR Ervine,63.0,1313.0,1276.0,3.0,1.0,4.0,1313.0,59.0,22.25,102.9,0.0,8.0,10.0,585.0,445.0,82.0,6.0,131.0,27.0
CR Foggo,1.0,6.0,11.0,0.0,0.0,0.0,6.0,1.0,6.0,54.55,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0
CR Jones,4.0,56.0,58.0,0.0,0.0,0.0,56.0,4.0,14.0,96.55,0.0,0.0,0.0,27.0,20.0,4.0,0.0,7.0,0.0
CR McLachlan,4.0,37.0,56.0,0.0,1.0,1.0,37.0,3.0,12.33,66.07,0.0,0.0,0.0,30.0,21.0,2.0,0.0,3.0,0.0
CR Richards,2.0,7.0,6.0,0.0,1.0,1.0,7.0,1.0,7.0,116.67,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0
CR Suryawanshi,2.0,4.0,8.0,0.0,0.0,0.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
CR Woakes,47.0,479.0,377.0,11.0,13.0,24.0,479.0,23.0,20.83,127.06,0.0,1.0,1.0,126.0,169.0,25.0,2.0,38.0,17.0
CRD Fernando,7.0,29.0,31.0,1.0,3.0,4.0,29.0,3.0,9.67,93.55,0.0,0.0,0.0,17.0,7.0,3.0,0.0,4.0,0.0
CS Baugh,9.0,83.0,85.0,1.0,1.0,2.0,83.0,7.0,11.86,97.65,0.0,0.0,1.0,43.0,26.0,6.0,1.0,6.0,3.0
CS Delport,212.0,4845.0,3581.0,9.0,6.0,15.0,4845.0,197.0,24.59,135.3,4.0,22.0,36.0,1473.0,1213.0,182.0,14.0,484.0,215.0
CS MacLeod,105.0,2301.0,2013.0,7.0,7.0,14.0,2301.0,91.0,25.29,114.31,1.0,9.0,23.0,790.0,777.0,171.0,4.0,228.0,43.0
CS Martin,1.0,5.0,6.0,0.0,1.0,1.0,5.0,0.0,0.0,83.33,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
CS Sandri,2.0,22.0,16.0,1.0,0.0,1.0,22.0,1.0,22.0,137.5,0.0,0.0,0.0,7.0,3.0,3.0,1.0,1.0,1.0
CT Bancroft,80.0,2026.0,1676.0,7.0,12.0,19.0,2026.0,61.0,33.21,120.88,0.0,15.0,13.0,541.0,760.0,157.0,17.0,152.0,48.0
CT Mumba,3.0,34.0,31.0,0.0,1.0,1.0,34.0,2.0,17.0,109.68,0.0,0.0,0.0,17.0,7.0,1.0,1.0,4.0,1.0
CT Mutombodzi,14.0,134.0,149.0,1.0,2.0,3.0,134.0,11.0,12.18,89.93,0.0,0.0,1.0,67.0,56.0,15.0,0.0,9.0,2.0
CT Steel,10.0,120.0,102.0,0.0,1.0,1.0,120.0,9.0,13.33,117.65,0.0,0.0,2.0,40.0,38.0,9.0,0.0,13.0,2.0
CT Tremlett,2.0,19.0,15.0,1.0,1.0,2.0,19.0,0.0,0.0,126.67,0.0,0.0,0.0,3.0,9.0,1.0,0.0,2.0,0.0
CU Jayasinghe,3.0,49.0,49.0,1.0,1.0,2.0,49.0,1.0,49.0,100.0,0.0,0.0,1.0,20.0,19.0,6.0,0.0,3.0,1.0
CV Anto,8.0,81.0,88.0,1.0,0.0,1.0,81.0,7.0,11.57,92.05,0.0,0.0,0.0,45.0,27.0,10.0,0.0,1.0,5.0
CV Harrison,1.0,2.0,4.0,0.0,2.0,2.0,2.0,-1.0,0.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
CV Varun,11.0,25.0,51.0,0.0,9.0,9.0,25.0,2.0,12.5,49.02,0.0,0.0,0.0,33.0,15.0,1.0,0.0,2.0,0.0
CW Perchard,10.0,58.0,63.0,1.0,0.0,1.0,58.0,9.0,6.44,92.06,0.0,0.0,0.0,29.0,26.0,3.0,0.0,2.0,3.0
Callum Taylor,18.0,169.0,186.0,2.0,3.0,5.0,169.0,13.0,13.0,90.86,0.0,0.0,0.0,84.0,73.0,13.0,0.0,13.0,3.0
Charanjeet Singh,1.0,8.0,9.0,0.0,2.0,2.0,8.0,-1.0,0.0,88.89,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0
Chaudhary Akram,2.0,46.0,62.0,0.0,0.0,0.0,46.0,2.0,23.0,74.19,0.0,0.0,1.0,35.0,14.0,10.0,0.0,3.0,0.0
Chen Zhuo Yue,4.0,18.0,19.0,1.0,0.0,1.0,18.0,3.0,6.0,94.74,0.0,0.0,0.0,12.0,2.0,3.0,0.0,1.0,1.0
Chirag Suri,28.0,740.0,654.0,2.0,0.0,2.0,740.0,26.0,28.46,113.15,0.0,6.0,3.0,287.0,220.0,49.0,4.0,77.0,17.0
Choudry Share Ali,2.0,80.0,52.0,1.0,0.0,1.0,80.0,1.0,80.0,153.85,0.0,1.0,0.0,18.0,16.0,7.0,0.0,8.0,3.0
Cihan Altun,1.0,4.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Codi Yusuf,4.0,9.0,18.0,2.0,2.0,4.0,9.0,0.0,0.0,50.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0
Craig Cachopa,47.0,1001.0,763.0,2.0,7.0,9.0,1001.0,38.0,26.34,131.19,0.0,4.0,6.0,270.0,330.0,38.0,1.0,76.0,48.0
D Abeyrathna,12.0,195.0,241.0,0.0,2.0,2.0,195.0,10.0,19.5,80.91,0.0,0.0,3.0,129.0,78.0,13.0,1.0,16.0,4.0
D Ahir,3.0,22.0,23.0,0.0,0.0,0.0,22.0,3.0,7.33,95.65,0.0,0.0,0.0,14.0,4.0,2.0,0.0,2.0,1.0
D Ajekun,20.0,280.0,385.0,1.0,0.0,1.0,280.0,19.0,14.74,72.73,0.0,0.0,2.0,219.0,110.0,27.0,4.0,23.0,2.0
D Birrell,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,33.33,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
D Bishoo,7.0,32.0,44.0,1.0,5.0,6.0,32.0,1.0,32.0,72.73,0.0,0.0,0.0,23.0,16.0,2.0,0.0,3.0,0.0
D Brevis,32.0,763.0,536.0,2.0,0.0,2.0,763.0,30.0,25.43,142.35,1.0,1.0,9.0,240.0,151.0,36.0,2.0,54.0,53.0
D Cato,3.0,30.0,61.0,0.0,0.0,0.0,30.0,3.0,10.0,49.18,0.0,0.0,0.0,42.0,12.0,5.0,0.0,2.0,0.0
D Cleaver,61.0,1423.0,1081.0,3.0,3.0,6.0,1423.0,55.0,25.87,131.64,1.0,6.0,12.0,403.0,406.0,76.0,7.0,145.0,44.0
D Doyle-Calle,16.0,297.0,266.0,2.0,1.0,3.0,297.0,13.0,22.85,111.65,0.0,0.0,2.0,132.0,78.0,14.0,3.0,26.0,13.0
D Elgar,49.0,1389.0,1256.0,5.0,7.0,12.0,1389.0,37.0,37.54,110.59,0.0,10.0,10.0,478.0,536.0,94.0,13.0,92.0,43.0
D Faletar,3.0,4.0,15.0,1.0,0.0,1.0,4.0,2.0,2.0,26.67,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0
D Ferreira,15.0,388.0,258.0,3.0,2.0,5.0,388.0,10.0,38.8,150.39,0.0,1.0,4.0,86.0,89.0,35.0,1.0,28.0,19.0
D Finau,2.0,4.0,6.0,0.0,2.0,2.0,4.0,0.0,0.0,66.67,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
D Foxcroft,29.0,973.0,771.0,4.0,2.0,6.0,973.0,23.0,42.3,126.2,0.0,8.0,7.0,286.0,310.0,51.0,3.0,87.0,34.0
D Ganga,1.0,26.0,31.0,0.0,0.0,0.0,26.0,1.0,26.0,83.87,0.0,0.0,0.0,19.0,8.0,0.0,0.0,3.0,1.0
D Gim,12.0,64.0,128.0,0.0,2.0,2.0,64.0,10.0,6.4,50.0,0.0,0.0,0.0,75.0,46.0,6.0,0.0,0.0,1.0
D Heyliger,18.0,256.0,145.0,9.0,5.0,14.0,256.0,4.0,64.0,176.55,0.0,0.0,1.0,42.0,56.0,13.0,0.0,15.0,19.0
D Ibrahim,4.0,47.0,42.0,0.0,0.0,0.0,47.0,4.0,11.75,111.9,0.0,0.0,0.0,18.0,15.0,3.0,0.0,5.0,1.0
D Jakiel,1.0,11.0,12.0,0.0,1.0,1.0,11.0,0.0,0.0,91.67,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0
D Jamyansuren,1.0,10.0,26.0,0.0,0.0,0.0,10.0,1.0,10.0,38.46,0.0,0.0,0.0,22.0,2.0,0.0,0.0,2.0,0.0
D Jansen,22.0,311.0,247.0,2.0,4.0,6.0,311.0,16.0,19.44,125.91,0.0,0.0,4.0,92.0,100.0,19.0,1.0,20.0,15.0
D Johnson,3.0,11.0,16.0,1.0,0.0,1.0,11.0,2.0,5.5,68.75,0.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0
D Kalvin,6.0,74.0,104.0,2.0,0.0,2.0,74.0,4.0,18.5,71.15,0.0,0.0,1.0,60.0,27.0,11.0,1.0,4.0,1.0
D Kalyankrishna,1.0,3.0,8.0,0.0,0.0,0.0,3.0,1.0,3.0,37.5,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
D Kansonkho,8.0,156.0,188.0,1.0,1.0,2.0,156.0,6.0,26.0,82.98,0.0,1.0,1.0,100.0,58.0,11.0,2.0,16.0,1.0
D Kegasitswe,2.0,5.0,11.0,0.0,2.0,2.0,5.0,0.0,0.0,45.45,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0
D Klein,27.0,157.0,149.0,5.0,6.0,11.0,157.0,16.0,9.81,105.37,0.0,0.0,1.0,61.0,61.0,11.0,0.0,11.0,5.0
D Madushanka,3.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,33.33,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
D Maisuria,8.0,48.0,70.0,1.0,2.0,3.0,48.0,5.0,9.6,68.57,0.0,0.0,1.0,34.0,28.0,7.0,0.0,0.0,1.0
D Marks,2.0,11.0,16.0,0.0,1.0,1.0,11.0,1.0,11.0,68.75,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,0.0
D Marsic,4.0,41.0,75.0,0.0,0.0,0.0,41.0,4.0,10.25,54.67,0.0,0.0,0.0,50.0,19.0,2.0,0.0,3.0,1.0
D Mauro,3.0,17.0,26.0,1.0,2.0,3.0,17.0,0.0,0.0,65.38,0.0,0.0,0.0,12.0,11.0,3.0,0.0,0.0,0.0
D Mogan,1.0,2.0,8.0,0.0,0.0,0.0,2.0,1.0,2.0,25.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
D Mohammed,2.0,3.0,4.0,1.0,0.0,1.0,3.0,1.0,3.0,75.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
D Mongia,1.0,38.0,45.0,0.0,0.0,0.0,38.0,1.0,38.0,84.44,0.0,0.0,1.0,27.0,10.0,3.0,0.0,4.0,1.0
D Moriarty,6.0,28.0,31.0,1.0,1.0,2.0,28.0,4.0,7.0,90.32,0.0,0.0,0.0,17.0,10.0,0.0,0.0,3.0,1.0
D Muhumuza,18.0,247.0,258.0,3.0,3.0,6.0,247.0,12.0,20.58,95.74,0.0,2.0,0.0,127.0,91.0,10.0,2.0,19.0,9.0
D Mullen,1.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,75.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
D Murphy,4.0,35.0,35.0,2.0,1.0,3.0,35.0,1.0,35.0,100.0,0.0,0.0,0.0,7.0,23.0,4.0,0.0,1.0,0.0
D Mutu,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
D Myers,8.0,139.0,116.0,0.0,0.0,0.0,139.0,8.0,17.38,119.83,0.0,0.0,1.0,36.0,56.0,9.0,0.0,12.0,2.0
D Nath,3.0,15.0,12.0,1.0,0.0,1.0,15.0,2.0,7.5,125.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,3.0,0.0
D Ndikubwimana,32.0,324.0,504.0,2.0,1.0,3.0,324.0,29.0,11.17,64.29,0.0,1.0,1.0,290.0,157.0,32.0,5.0,16.0,4.0
D Nikolov,9.0,35.0,56.0,1.0,0.0,1.0,35.0,8.0,4.38,62.5,0.0,0.0,0.0,33.0,17.0,3.0,0.0,3.0,0.0
D Olivier,11.0,51.0,66.0,0.0,7.0,7.0,51.0,4.0,12.75,77.27,0.0,0.0,0.0,33.0,27.0,1.0,0.0,4.0,1.0
D Padikkal,59.0,1559.0,1301.0,2.0,0.0,2.0,1559.0,57.0,27.35,119.83,1.0,9.0,12.0,543.0,473.0,67.0,6.0,169.0,43.0
D Paterson,22.0,92.0,84.0,4.0,7.0,11.0,92.0,11.0,8.36,109.52,0.0,0.0,0.0,38.0,26.0,10.0,0.0,7.0,3.0
D Polpitiya,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D Potgieter,14.0,183.0,185.0,1.0,3.0,4.0,183.0,10.0,18.3,98.92,0.0,0.0,2.0,78.0,78.0,12.0,1.0,9.0,7.0
D Pretorius,105.0,1557.0,1173.0,15.0,8.0,23.0,1557.0,82.0,18.99,132.74,0.0,3.0,14.0,464.0,410.0,108.0,3.0,103.0,85.0
D Ramdin,129.0,2225.0,2025.0,23.0,17.0,40.0,2225.0,89.0,25.0,109.88,0.0,10.0,17.0,786.0,885.0,114.0,4.0,158.0,78.0
D Ravu,7.0,22.0,27.0,1.0,2.0,3.0,22.0,4.0,5.5,81.48,0.0,0.0,0.0,18.0,4.0,1.0,0.0,4.0,0.0
D Robson,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
D Sabir,6.0,23.0,30.0,1.0,1.0,2.0,23.0,4.0,5.75,76.67,0.0,0.0,0.0,15.0,9.0,5.0,0.0,1.0,0.0
D Salunkhe,3.0,33.0,24.0,1.0,0.0,1.0,33.0,2.0,16.5,137.5,0.0,0.0,0.0,8.0,9.0,2.0,0.0,5.0,0.0
D Samarawickrama,3.0,15.0,27.0,0.0,0.0,0.0,15.0,3.0,5.0,55.56,0.0,0.0,0.0,16.0,8.0,2.0,1.0,0.0,0.0
D Sheeli,2.0,23.0,17.0,0.0,0.0,0.0,23.0,2.0,11.5,135.29,0.0,0.0,0.0,11.0,1.0,1.0,0.0,2.0,2.0
D Simpson,1.0,4.0,5.0,0.0,0.0,0.0,4.0,1.0,4.0,80.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
D Siva Kumar,1.0,7.0,14.0,0.0,0.0,0.0,7.0,1.0,7.0,50.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0
D Smit,30.0,456.0,376.0,6.0,6.0,12.0,456.0,18.0,25.33,121.28,0.0,0.0,4.0,129.0,170.0,24.0,0.0,40.0,13.0
D Smith,7.0,193.0,187.0,0.0,0.0,0.0,193.0,7.0,27.57,103.21,0.0,1.0,1.0,92.0,59.0,9.0,0.0,23.0,4.0
D Suzuki,10.0,121.0,136.0,0.0,3.0,3.0,121.0,7.0,17.29,88.97,0.0,0.0,1.0,64.0,46.0,13.0,3.0,10.0,0.0
D Teinaki,4.0,36.0,40.0,0.0,0.0,0.0,36.0,4.0,9.0,90.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,2.0,3.0
D Traore,2.0,10.0,23.0,0.0,1.0,1.0,10.0,1.0,10.0,43.48,0.0,0.0,0.0,17.0,4.0,1.0,0.0,1.0,0.0
D Uwimana,5.0,47.0,71.0,1.0,2.0,3.0,47.0,2.0,23.5,66.2,0.0,0.0,0.0,40.0,25.0,1.0,0.0,5.0,0.0
D Wabwire,3.0,13.0,9.0,0.0,2.0,2.0,13.0,1.0,13.0,144.44,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0
D Weston,2.0,19.0,18.0,0.0,0.0,0.0,19.0,2.0,9.5,105.56,0.0,0.0,0.0,8.0,7.0,1.0,0.0,1.0,1.0
D Wheatley,4.0,20.0,28.0,1.0,1.0,2.0,20.0,2.0,10.0,71.43,0.0,0.0,0.0,18.0,6.0,2.0,0.0,1.0,1.0
D Wiese,216.0,3362.0,2499.0,39.0,34.0,73.0,3362.0,143.0,23.51,134.53,0.0,6.0,28.0,904.0,971.0,212.0,9.0,239.0,164.0
D Wotu,2.0,9.0,7.0,0.0,1.0,1.0,9.0,1.0,9.0,128.57,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
D du Preez,17.0,133.0,96.0,5.0,5.0,10.0,133.0,7.0,19.0,138.54,0.0,0.0,0.0,30.0,36.0,16.0,1.0,8.0,5.0
D la Cock,5.0,98.0,87.0,0.0,0.0,0.0,98.0,5.0,19.6,112.64,0.0,1.0,0.0,40.0,32.0,2.0,0.0,8.0,5.0
DA Blignaut,25.0,362.0,406.0,2.0,3.0,5.0,362.0,20.0,18.1,89.16,0.0,0.0,3.0,206.0,136.0,29.0,2.0,18.0,15.0
DA Cosker,8.0,30.0,35.0,1.0,5.0,6.0,30.0,2.0,15.0,85.71,0.0,0.0,0.0,12.0,19.0,2.0,1.0,1.0,0.0
DA Douthwaite,37.0,540.0,378.0,4.0,6.0,10.0,540.0,27.0,20.0,142.86,0.0,2.0,3.0,148.0,140.0,21.0,0.0,28.0,41.0
DA Griffiths,4.0,34.0,31.0,0.0,3.0,3.0,34.0,1.0,34.0,109.68,0.0,0.0,0.0,13.0,12.0,3.0,0.0,1.0,2.0
DA Hendricks,15.0,182.0,201.0,2.0,0.0,2.0,182.0,13.0,14.0,90.55,0.0,0.0,3.0,83.0,85.0,17.0,3.0,12.0,1.0
DA Mehta,2.0,19.0,19.0,0.0,0.0,0.0,19.0,2.0,9.5,100.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,1.0,1.0
DA Miller,325.0,7859.0,5747.0,61.0,52.0,113.0,7859.0,212.0,37.07,136.75,4.0,35.0,62.0,1850.0,2494.0,488.0,5.0,543.0,367.0
DA Payne,21.0,83.0,92.0,4.0,9.0,13.0,83.0,8.0,10.38,90.22,0.0,0.0,0.0,37.0,40.0,10.0,1.0,2.0,2.0
